surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,component_probability_12,component_probability_13,component_probability_14,component_probability_15,component_probability_16,component_probability_17,component_probability_18,component_probability_19,component_probability_20,component_probability_21,component_probability_22,component_probability_23,dominant_membership,membership_entropy
6,3,6:3,"And He is Allah, [the only deity] in the heavens and the earth. He knows your secret and what you make public, and He knows that which you earn.",4.2828168e-11,5.197645e-06,1.7501002e-08,0.010398345,0.9826954,9.167093e-11,0.0,3.4990633e-14,0.006823616,2.390157e-11,1.101706e-06,3.3793277e-10,3.8806857e-12,7.894608e-10,6.87466e-28,8.223519e-08,4.6152745e-11,2.0848978e-12,7.671522e-05,5.134371e-12,3.0143228e-06,6.0839205e-14,8.635879e-08,8.388365e-09,4,0.09951267142050077
6,4,6:4,And no sign comes to them from the signs of their Lord except that they turn away therefrom.,2.8108672e-15,2.487897e-08,7.394397e-12,7.0221478e-09,8.276514e-16,2.5128982e-14,0.0,4.1369603e-20,1.019794e-06,1.9728762e-16,5.610115e-15,1.8832188e-11,3.60329e-18,1.4344099e-12,2.1148099e-25,1.5346679e-08,1.2817211e-14,5.2026593e-15,4.2826646e-06,0.9999962,3.025912e-14,1.5505683e-15,5.395194e-15,5.659559e-13,19,7.166609388151701e-05
6,5,6:5,"For they had denied the truth when it came to them, but there is going to reach them the news of what they used to ridicule.",6.721926e-11,0.000112403206,9.592658e-07,3.788161e-11,1.07338836e-14,2.2413846e-09,0.0,1.1860392e-16,6.902461e-06,8.7302665e-11,1.8683128e-12,6.8813684e-08,1.6309111e-09,4.3408853e-08,2.4881145e-16,0.9996872,2.251737e-09,9.079555e-13,0.00019067548,1.7101026e-13,6.2197266e-12,2.7067017e-16,1.4104118e-11,1.8200754e-13,15,0.0030653266385240953
6,6,6:6,Have they not seen how many generations We destroyed before them which We had established upon the earth as We have not established you? And We sent [rain from] the sky upon them in showers and made rivers flow beneath them; then We destroyed them for their sins and brought forth after them a generation of others.,2.401934e-07,0.0027887863,0.9376445,8.4949814e-10,9.748325e-08,8.1343064e-11,0.0,9.522061e-10,2.4036942e-07,7.297125e-07,0.010186025,2.5379716e-09,3.820139e-14,5.5944358e-05,1.6080666e-08,6.937883e-07,1.9390982e-09,1.0553558e-09,0.049313385,5.130578e-10,3.0436656e-10,9.49433e-14,5.0482665e-08,1.0103697e-05,2,0.2726002948133282
6,7,6:7,"And even if We had sent down to you, [O Muhammad], a written scripture on a page and they touched it with their hands, the disbelievers would say, ""This is not but obvious magic.""",1.5154459e-09,5.0220347e-06,4.2081125e-10,1.4549889e-11,9.816723e-09,2.4690567e-06,0.0,6.883211e-14,0.03580533,8.207473e-08,3.7061497e-08,2.4462241e-09,0.37244317,8.426997e-05,3.7070327e-27,0.5914281,2.3789447e-08,2.2387951e-09,0.00016761258,6.2046296e-05,1.243799e-07,1.9883262e-09,3.4311307e-10,1.3992626e-07,15,0.8006467276057155
6,8,6:8,"And they say, ""Why was there not sent down to him an angel?"" But if We had sent down an angel, the matter would have been decided; then they would not be reprieved.",1.0264194e-09,0.0013339156,6.46426e-05,4.0556227e-08,1.5501429e-07,4.596504e-06,0.0,1.0494487e-12,0.0009551485,4.0432997e-06,6.647483e-06,6.544317e-08,3.3969718e-09,3.912972e-05,6.641018e-14,0.0009692798,1.8980208e-08,2.3816948e-09,0.9964662,5.4905497e-10,1.7462282e-05,3.6315364e-11,4.1881627e-08,0.00013878407,18,0.028361235579605334
6,9,6:9,"And if We had made him an angel, We would have made him [appear as] a man, and We would have covered them with that in which they cover themselves.",4.1826205e-09,0.6462695,0.00071776763,1.3373777e-07,1.5106092e-09,1.7541085e-10,0.0,5.6094816e-12,1.614941e-06,0.0038255705,0.0029376901,2.7045378e-06,1.4254696e-12,2.2784896e-08,0.000703305,1.04109895e-05,4.241718e-09,6.347237e-13,0.34552747,9.7219385e-12,7.4639296e-08,1.6581597e-12,1.026527e-13,1.7278585e-07,1,0.6982125377113002
6,10,6:10,"And already were messengers ridiculed before you, but those who mocked them were enveloped by that which they used to ridicule.",1.824396e-09,0.41104782,0.0031170796,2.2554423e-09,2.6146713e-10,2.9278938e-08,0.0,8.105731e-15,2.504928e-05,2.4207334e-09,2.7317636e-08,1.9421716e-08,6.177532e-08,2.932582e-05,8.8254424e-08,0.027523363,6.4815163e-06,3.1568326e-10,0.5582509,8.934585e-08,1.4794148e-09,9.797325e-13,1.6208379e-10,1.533871e-09,18,0.8083971716419217
6,11,6:11,"Say, ""Travel through the land; then observe how was the end of the deniers.""",7.856801e-13,4.7137375e-05,3.193555e-11,1.1040194e-14,2.5433843e-13,3.1329676e-12,0.0,1.0783625e-14,5.3149252e-11,6.007739e-16,1.2709664e-13,1.3960083e-10,1.6305025e-14,9.1462e-12,4.62615e-11,2.527001e-06,3.748654e-13,8.781637e-11,1.8809269e-05,1.0420409e-12,1.9847444e-14,0.99993134,6.323827e-18,4.392251e-10,21,0.0007755199878169092
6,12,6:12,"Say, ""To whom belongs whatever is in the heavens and earth?"" Say, ""To Allah."" He has decreed upon Himself mercy. He will surely assemble you for the Day of Resurrection, about which there is no doubt. Those who will lose themselves [that Day] do not believe.",2.0622436e-12,1.9639259e-08,3.302324e-14,7.55239e-11,2.2615594e-09,3.544201e-14,0.0,7.8510015e-17,2.9958113e-05,2.2531525e-11,6.4392072e-12,4.5119256e-10,2.623644e-17,7.792994e-10,8.144042e-29,3.088087e-08,1.2770975e-09,1.789712e-14,1.0321069e-05,3.3609221e-15,9.371033e-11,0.99253595,1.6375433e-10,0.00742088,21,0.04425561842016754
6,13,6:13,"And to Him belongs that which reposes by night and by day, and He is the Hearing, the Knowing.",5.0712914e-09,0.009460434,2.0485757e-06,0.0005820959,0.15666862,2.9630043e-09,0.0,7.2022774e-12,4.2455568e-08,1.3165473e-08,2.9809883e-07,7.8387806e-05,5.4496272e-11,1.0460627e-06,5.516312e-09,3.8955764e-05,9.0050423e-07,3.2327302e-10,0.83255965,2.7025666e-07,2.027947e-07,2.382835e-13,1.733924e-10,0.0006038402,18,0.49707804101104447
6,14,6:14,"Say, ""Is it other than Allah I should take as a protector, Creator of the heavens and the earth, while it is He who feeds and is not fed?"" Say, [O Muhammad], ""Indeed, I have been commanded to be the first [among you] who submit [to Allah] and [was commanded], 'Do not ever be of the polytheists.' """,4.3233222e-14,1.247573e-13,2.5696345e-15,5.9628504e-16,1.7839598e-13,1.7593352e-18,0.0,3.7622114e-18,5.28354e-08,7.85508e-16,1.9789299e-15,2.8012027e-14,8.866021e-19,6.7502576e-14,4.6e-44,1.0080945e-12,1.667283e-09,5.406668e-16,4.3969932e-11,4.119237e-16,3.3540188e-15,1.0,7.097201e-17,7.721475e-17,21,9.206150741004368e-07
6,15,6:15,"Say, ""Indeed I fear, if I should disobey my Lord, the punishment of a tremendous Day.""",5.7655046e-14,4.7154415e-07,2.1362647e-17,1.4194639e-18,2.8042257e-16,7.2624935e-15,0.0,1.2386898e-15,5.8215627e-10,4.2167814e-14,2.6560929e-15,3.3993277e-11,2.7635655e-22,1.231619e-05,9.955594e-21,1.3083297e-11,1.3481814e-13,5.6107174e-14,4.4145017e-05,1.0600456e-14,1.1459302e-12,0.9999466,5.058281e-12,3.2461654e-16,21,0.000642204673621869
6,16,6:16,He from whom it is averted that Day - [Allah] has granted him mercy. And that is the clear attainment.,1.6173421e-10,5.4229753e-05,1.2174732e-07,3.1117509e-07,2.4592134e-07,5.6275284e-12,0.0,4.407095e-14,0.000729594,2.3175941e-09,3.7517745e-12,0.9901384,1.4422349e-11,7.580717e-08,4.7005015e-21,2.8724494e-06,6.8106445e-09,2.7048124e-09,0.00906849,3.4029382e-09,1.1321154e-08,6.968524e-13,1.775683e-06,2.265568e-07,11,0.05833971010762912
6,17,6:17,"And if Allah should touch you with adversity, there is no remover of it except Him. And if He touches you with good - then He is over all things competent.",3.8387075e-13,9.437244e-06,1.1924765e-09,1.3906362e-08,6.8003186e-07,5.9545724e-10,0.0,1.9884764e-18,0.99977106,3.0252274e-09,5.6886023e-07,1.5012862e-08,1.942013e-11,2.0936072e-06,2.6458312e-28,1.4063156e-07,2.5217914e-06,2.4227636e-11,0.00021525002,4.5420276e-09,1.9769666e-09,7.1155447e-12,6.047334e-08,9.8668815e-09,8,0.002237495304703064
6,18,6:18,"And He is the subjugator over His servants. And He is the Wise, the Acquainted [with all].",1.98035e-07,0.01160143,0.0002356406,0.086376846,0.00033089228,1.0895317e-05,0.0,1.3201153e-12,3.198405e-05,2.0584104e-10,9.392373e-09,1.897276e-07,4.9352985e-14,4.961141e-06,2.788827e-12,1.9125945e-07,0.00033146332,5.522375e-09,0.90107733,9.6153484e-12,1.1600471e-07,5.21348e-10,1.8697542e-11,6.7561494e-09,18,0.36490629759321597
6,19,6:19,"Say, ""What thing is greatest in testimony?"" Say, ""Allah is witness between me and you. And this Qur'an was revealed to me that I may warn you thereby and whomever it reaches. Do you [truly] testify that with Allah there are other deities?"" Say, ""I will not testify [with you]."" Say, ""Indeed, He is but one God, and indeed, I am free of what you associate [with Him].""",4.163376e-16,6.656826e-12,5.588981e-18,4.6243213e-16,7.670173e-13,1.4138289e-16,0.0,1.7669337e-20,9.612209e-09,3.780993e-15,1.4579644e-14,2.6109284e-14,9.979888e-14,1.5011286e-12,8.175421e-36,5.0840168e-09,1.0294932e-10,2.1019591e-16,5.167012e-10,5.024794e-21,5.5269503e-16,1.0,2.461436e-16,2.4956704e-17,21,2.886322289473799e-07
6,20,6:20,Those to whom We have given the Scripture recognize it as they recognize their [own] sons. Those who will lose themselves [in the Hereafter] do not believe.,3.0083103e-09,0.0016013676,2.2989492e-05,0.00021403983,7.2958377e-09,1.8601174e-08,0.0,2.7202245e-13,0.00016552719,5.7016867e-05,1.2768706e-06,3.8731682e-07,3.9379113e-09,9.794845e-08,8.5007904e-16,0.0013207913,3.9101076e-05,5.7329506e-09,0.996565,7.1664306e-12,7.0374067e-09,4.1173624e-11,2.5294744e-10,1.1863897e-05,18,0.027102411557950096
6,21,6:21,"And who is more unjust than one who invents about Allah a lie or denies His verses? Indeed, the wrongdoers will not succeed.",2.3497306e-09,5.456253e-07,6.328654e-10,1.6882339e-05,2.01215e-07,3.6374428e-11,0.0,6.302457e-13,0.018716823,5.6676104e-08,4.8124775e-09,7.1389955e-08,0.0001508937,0.00061801367,2.5149511e-36,0.9804862,2.0156378e-07,2.245244e-09,8.0619475e-06,3.134145e-16,1.3062677e-07,6.365624e-11,1.0392364e-08,7.237507e-11,15,0.09997683423751719
6,22,6:22,"And [mention, O Muhammad], the Day We will gather them all together; then We will say to those who associated others with Allah, ""Where are your 'partners' that you used to claim [with Him]?""",5.009208e-09,5.576426e-07,5.8657986e-07,1.0993973e-05,2.6123624e-07,2.4538097e-12,0.0,1.03282105e-10,0.6156804,1.2343705e-05,8.761779e-07,4.141808e-05,3.0639166e-07,2.8621756e-08,3.6115588e-34,4.612103e-05,0.38412064,4.5440852e-11,8.361768e-05,1.4581837e-11,1.1106427e-07,4.2367536e-09,1.0761056e-08,2.3762306e-10,8,0.6681163863153124
6,23,6:23,"Then there will be no [excuse upon] examination except they will say, ""By Allah, our Lord, we were not those who associated.""",2.2214408e-09,0.0022588763,3.3798468e-08,5.452425e-07,1.0024064e-07,1.716108e-06,0.0,2.7027854e-13,0.24608351,4.3346517e-06,4.9605944e-05,7.484955e-05,5.455415e-09,2.8681041e-05,1.2034498e-22,0.7439367,0.0020741269,2.8341404e-11,0.005481005,9.85739e-11,6.793008e-07,8.639956e-10,6.7790584e-06,3.319102e-10,15,0.6218795479815273
6,24,6:24,See how they will lie about themselves. And lost from them will be what they used to invent.,8.1090064e-08,0.99165034,1.07671404e-07,3.0272162e-07,1.666276e-12,1.781054e-08,0.0,6.2672078e-15,2.4906328e-07,1.6275116e-09,4.711706e-05,2.4533668e-07,1.978359e-12,2.5849616e-08,6.3736976e-09,0.0048635025,5.7966165e-08,7.635938e-11,0.003411891,6.7172054e-12,4.0819778e-08,2.6414147e-05,7.45446e-14,9.281877e-11,1,0.05436447883388374
6,25,6:25,"And among them are those who listen to you, but We have placed over their hearts coverings, lest they understand it, and in their ears deafness. And if they should see every sign, they will not believe in it. Even when they come to you arguing with you, those who disbelieve say, ""This is not but legends of the former peoples.""",3.6584173e-09,0.00012516735,4.2860167e-05,0.00068301754,1.8797917e-07,3.8063372e-05,0.0,5.769454e-10,0.009644487,5.8359295e-09,7.978596e-09,3.3650394e-08,1.1551901e-06,1.9816724e-07,7.5783785e-22,0.94200397,7.674621e-06,5.8691434e-11,0.047237717,0.00021282912,3.5753646e-07,1.68191e-11,4.119914e-08,1.5588962e-06,15,0.2541015431452545
6,26,6:26,"And they prevent [others] from him and are [themselves] remote from him. And they do not destroy except themselves, but they perceive [it] not.",1.1907167e-10,0.21043178,1.0120625e-06,0.00012697028,2.1041691e-05,2.3525748e-08,0.0,4.197024e-15,1.4019034e-05,3.014826e-08,7.281561e-05,1.2648175e-08,4.499198e-14,6.660908e-07,3.198242e-08,1.1677332e-06,0.0024639324,8.279141e-07,0.7868636,2.1443146e-10,8.012665e-09,5.330603e-10,1.3996074e-10,4.707046e-08,18,0.5336573148585216
6,27,6:27,"If you could but see when they are made to stand before the Fire and will say, ""Oh, would that we could be returned [to life on earth] and not deny the signs of our Lord and be among the believers.""",1.480323e-10,0.0009706044,0.00030490203,0.00036317296,7.827966e-12,2.7916092e-09,0.0,4.0844655e-10,5.010537e-05,2.3829205e-10,4.9923415e-10,1.7647301e-06,1.2454922e-10,9.41183e-05,4.757287e-14,0.023285467,1.0346163e-08,2.0389016e-05,0.97351676,5.2144856e-06,9.003268e-12,1.7021594e-09,3.3535594e-07,0.0013893511,18,0.1365810427648087
6,28,6:28,"But what they concealed before has [now] appeared to them. And even if they were returned, they would return to that which they were forbidden; and indeed, they are liars.",9.302557e-08,0.102668986,8.913284e-06,9.254803e-09,2.8036231e-11,1.2396253e-08,0.0,6.0931304e-10,5.6178316e-05,5.4177356e-08,6.200825e-11,6.766186e-08,6.1314096e-12,9.08837e-10,5.0418125e-11,0.8642666,1.8127215e-08,1.604859e-11,0.032999508,7.320243e-13,5.6557264e-10,2.7609212e-14,3.699724e-07,5.327763e-08,15,0.4730079443340832
6,29,6:29,"And they say, ""There is none but our worldly life, and we will not be resurrected.""",2.0271672e-13,1.09610895e-07,4.361841e-12,9.779615e-15,2.294199e-14,5.025825e-15,0.0,6.279017e-19,1.7775151e-11,2.9169278e-13,1.01214544e-10,1.6997756e-12,1.0114675e-15,1.6631134e-12,8.998373e-16,6.489837e-11,7.3043195e-12,6.54074e-18,3.2893624e-06,9.919278e-21,1.934851e-15,2.6661197e-17,3.8145188e-21,1.0,23,4.328932957469746e-05
6,30,6:30,"If you could but see when they will be made to stand before their Lord. He will say, ""Is this not the truth?"" They will say, ""Yes, by our Lord."" He will [then] say, ""So taste the punishment because you used to disbelieve.""",3.8538337e-06,4.92428e-06,4.9100187e-08,5.3643284e-08,2.3460673e-09,4.2952208e-10,0.0,2.1565126e-10,0.00021195898,1.2533761e-09,3.4173908e-09,4.05895e-08,8.292033e-08,0.030554041,2.831867e-21,0.95481104,7.022416e-09,4.327809e-07,0.014414714,1.576054e-10,8.5979046e-10,7.060212e-08,1.2021468e-07,9.750148e-08,15,0.21376013455471018
6,31,6:31,"Those will have lost who deny the meeting with Allah, until when the Hour [of resurrection] comes upon them unexpectedly, they will say, ""Oh, [how great is] our regret over what we neglected concerning it,"" while they bear their burdens on their backs. Unquestionably, evil is that which they bear.",7.088051e-11,2.6223881e-06,4.478458e-08,1.0527364e-05,3.7536472e-06,2.1234273e-10,0.0,2.0425231e-11,0.98148906,6.185334e-09,5.530977e-09,4.9014554e-05,9.161399e-10,0.00019578412,1.7864138e-33,0.008195198,0.00043078527,1.2521341e-08,0.0079484545,5.3887554e-08,6.2532667e-06,8.967942e-09,3.3543413e-06,0.0016646634,8,0.11260712252825655
6,32,6:32,"And the worldly life is not but amusement and diversion; but the home of the Hereafter is best for those who fear Allah, so will you not reason?",1.5643755e-08,1.6135378e-05,7.439869e-11,8.119209e-11,0.0004969158,7.504e-11,0.0,5.1634586e-05,0.9978166,1.2078323e-08,9.298091e-07,2.729964e-06,5.9312305e-07,1.6304276e-07,7.944945e-31,0.00017057388,1.685769e-05,2.0059738e-06,0.0010715084,1.1057317e-12,1.1604106e-06,4.847223e-10,6.4670483e-12,0.0003514505,8,0.018538643961039263
6,33,6:33,"We know that you, [O Muhammad], are saddened by what they say. And indeed, they do not call you untruthful, but it is the verses of Allah that the wrongdoers reject.",2.5759223e-10,3.5946965e-10,3.5439726e-13,9.317769e-13,1.8487162e-13,1.3171663e-14,0.0,2.5551887e-14,0.00016019838,3.569246e-07,2.638918e-12,1.858944e-11,1.5877582e-06,6.104996e-10,7e-44,0.999836,2.219848e-09,4.0626888e-13,6.6733126e-09,6.5867455e-15,3.6090686e-10,4.2047065e-12,9.0879845e-11,1.2726208e-13,15,0.0015906558584194307
6,34,6:34,"And certainly were messengers denied before you, but they were patient over [the effects of] denial, and they were harmed until Our victory came to them. And none can alter the words of Allah. And there has certainly come to you some information about the [previous] messengers.",8.229186e-11,0.0013363502,0.0038539867,6.93613e-09,2.2682908e-08,1.4249785e-07,0.0,2.2286097e-12,0.8922594,1.0143795e-10,3.1685732e-09,2.7424252e-07,0.0020500722,1.5909782e-05,7.166355e-25,0.08720521,1.0264765e-05,3.9438907e-11,0.013199408,5.8035068e-05,2.0111808e-09,2.3700631e-12,7.844311e-06,9.587239e-08,8,0.415490940281357
6,35,6:35,"And if their evasion is difficult for you, then if you are able to seek a tunnel into the earth or a stairway into the sky to bring them a sign, [then do so]. But if Allah had willed, He would have united them upon guidance. So never be of the ignorant.",9.7591754e-11,3.0194901e-06,4.683457e-08,9.125199e-09,3.050867e-06,6.362374e-10,0.0,1.4062275e-10,0.97622776,4.3403137e-12,3.2948108e-07,1.0595481e-07,3.7945536e-11,1.3518118e-06,1.6732783e-32,0.00059178827,4.3818456e-08,2.453357e-07,0.00034417986,0.021554358,2.2223233e-08,0.0012746047,5.6603427e-11,4.548946e-09,8,0.12194164253018348
6,36,6:36,Only those who hear will respond. But the dead - Allah will resurrect them; then to Him they will be returned.,7.771975e-10,0.0017497108,2.510605e-09,3.1324293e-05,3.000995e-11,4.466389e-11,0.0,4.729458e-14,0.27539656,3.1607024e-09,1.7912455e-10,1.4519153e-06,8.048963e-10,1.143401e-06,3.960645e-24,0.00013291152,4.346668e-08,3.029454e-09,0.01697361,2.1533875e-11,3.8990436e-11,9.93295e-13,1.613917e-08,0.70571685,23,0.6829485049303661
6,37,6:37,"And they say, ""Why has a sign not been sent down to him from his Lord?"" Say, ""Indeed, Allah is Able to send down a sign, but most of them do not know.""",7.026394e-13,1.1323871e-09,6.620637e-12,5.8125723e-11,6.7521225e-11,3.15685e-14,0.0,1.8975912e-18,4.8217484e-05,4.4147724e-12,3.472635e-10,6.190662e-11,7.355713e-12,4.2349232e-11,9.545719e-36,5.137718e-06,2.2881684e-14,1.5787767e-14,2.225905e-07,0.9999466,3.0457428e-11,7.7108047e-13,5.1195967e-15,5.0378517e-11,19,0.0005986962922341416
